,date,content,higher_order,higher_order_e,网管办,网监,boss_order,boss_order_e,老沉,陈彤,老陈,info_action,info_action_e,行动性,煽动,surveillance,surveillance_e,上报,discussion_protect,discussion_protect_e,攻击,攻击.*党,攻击.*政府,攻击.*领导人,攻击.*制度,person_p,person_p_e,习近平,温家宝,温,薄熙来,近平,温家,周永康,习,胡锦涛,江泽民,person_y,person_y_e,陈光诚,person_b,person_b_e,foreign,foreign_e,美国,香港,sina,sina_e,新浪,person,org,gpe,person_n,org_n,gpe_n
150,2011年10月8日,网监要求：“温家宝：“我担任总理九年了，但是真正看一点文化的东西还只有两次，一次在莎士比亚故居，一次是今天在皇村，他对自由的追求，最有名的是他的《自由颂》，他说我相信我长久为人所尊敬，因为我用心灵的竖琴拨动了善良的人们的心弦，我歌颂过自由，在我那个严酷的时代，我为倒下的人们呼吁要有所慰藉。”此内容中转发评论中攻击总理的，攻击我政府，一律私密处理。恶意的报负责人。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,"['温家宝', '温', '温家']",1,0,1,1,0,0,1,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['温家宝', '莎士比亚']",[],[],2,0,0
153,2011年11月10日,15:30、23:30、7:30 汇总 煽动社会不稳定内容账户，封杀不封杀的都算 （UID、匿称、举例内容的文章号）将以上内容汇总给北京负责人，此要求天津负责人亲自汇总，老沉要求。,[],0,0,0,['老沉'],1,1,0,0,['煽动'],1,0,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['匿称'],[],"['天津', '北京']",1,0,2
154,2011年11月10日,"仔细阅读啊，组员在审核和清查的时候发现，提供给组长。审核组和清查组都要做。审核要求:简单说一下艾的内容可以放行；和借钱有关,不明说的内容,止；明确说都私密！",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['清查组'],['审核组'],[],1,1,0
151,2011年11月10日,一群嫖客去抓另一群嫖客叫扫黄；一群贪官去扳倒另一群贪官叫反腐；一群撒谎者去揭穿另一群撒谎者叫辟谣；一群骗子声讨另一群骗子叫打假；一群恶霸去铲除另一群恶霸叫打黑；一群叫兽抨击另一群叫兽叫学术；一群上台小姐说服另一群坐台小姐叫管教；一群投机商去状告另一群投机商叫反垄断。段子 私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['撒谎者'],[],['台'],1,0,1
152,2011年11月10日,15:30、23:30、7:30 汇总 政治类封杀的用户（UID、匿称、举例内容的文章号）,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['匿称'],[],[],1,0,0
160,2011年11月11日,网管办今天从早上就要求删除苍井空的微访谈，都是平XX跟进，网管办再有要求，找平XX。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['苍井空'],1,[],0,0,0,[],0,0,['平XX'],[],[],1,0,0
159,2011年11月11日,网监处要求：胡锦涛抵达夏威夷 将出席APEC会议 清理微博中的负面信息。 注意转发和评论。头条新闻的评论已经先审后上，天津单审。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['胡锦涛'],1,0,0,0,0,0,0,0,0,1,0,[],0,0,[],0,[],0,0,0,[],0,0,"['网监处', '胡锦涛']",['APEC'],"['天津', '夏威夷']",2,1,2
158,2011年11月11日,西二旗反对建立垃圾场的内容，相关内容网监发来我们处理单条。一般提及不必处理，转发高的止。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['西二旗'],[],[],1,0,0
161,2011年11月11日,吉林四名解放军携枪出走，说是因为家中被强拆的私密，有转发量较高和重要用户发的报给北京。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['解放军'],"['吉林', '北京']",0,1,2
156,2011年11月11日,"西藏流亡男子,尼泊尔引火自焚。此内容看到私密处理。",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['尼泊尔', '西藏']",0,0,2
155,2011年11月11日,关于凤凰网新闻发的外交部回应近期藏人自焚事件 谴责藏独组织有意煽动的内容，微博看到先止处理。攻击政府，恶意诽谤的，挑起民族争端的私密。,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['凤凰网', '外交部', '藏独组织']",[],0,3,0
157,2011年11月11日,"江淳：【骆家辉大使敦促中国释放盲人律师活动家陈光诚，大陆没有一家媒体敢刊发此消息！——英文版链接[URL], 陈彤指示这个消息，转发太多的就删除。转发过高的私密。",[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈光诚'],1,1,[],0,[],0,0,0,[],0,0,"['陈光诚', '江淳', '骆家辉']",[],"['大陆', '中国']",3,0,2
172,2011年11月12日,今天是陈光诚的生日，微博中处理煽动号召，行动性信息。一般提到的止，转发高的私密，重要用户报负责人处理。陈光诚生日，号召转发祝福的一律私密掉！,[],0,0,0,[],0,0,0,0,"['行动性', '煽动']",1,1,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈光诚'],1,1,[],0,[],0,0,0,[],0,0,['陈光诚'],[],[],1,0,0
178,2011年11月12日,[URL] 网管办要求关闭此账号，该用户发布的内容还可以，但头像为陈光诚，我们已经删除用户头像。并且报备周XX。等进一步消息。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈光诚'],1,1,[],0,[],0,0,0,[],0,0,"['陈光诚', '周']",[],[],2,0,0
177,2011年11月12日,关于郑州防空兵指挥学院无辜血腥殴打群众的内容 微博私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['郑州防空兵指挥学院'],[],0,1,0
176,2011年11月12日,【路透社消息】据委内瑞拉当地一家媒体透露，日前总统查韦斯在针对当地部分业主抱怨税负过重时脱口说到：“比起中国人，你们已经够幸福了，你们还想怎么样？”查韦斯的言论立即遭到中国驻当地使馆的抗议，使馆一位工作人员说:“查韦斯总统的口不择言令人遗憾。” 陈彤举报，谣言，全面删除。微博看到私密处理。,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['查韦斯'],['路透社'],"['委内瑞拉', '中国']",1,1,2
175,2011年11月12日,"""建国门事件""又称""9·20事件""，是1994年9月20日发生于北京建国门外一场涉及22人死亡的命案。时任北京卫戍三师中尉田明建，因其妻子怀孕第二胎被部队举报而强制堕胎导致一尸两命，20日，在出操时田明建开枪打死团政委在内的军官和战友4人后，携枪劫持吉普车冲向天安门广场，驶至建国门时受阻，田击毙司机，在伊朗使馆区向平民射击，导致20多人死亡其中包括伊朗大使馆政务秘书与其子 。当局调6 千军警在建国门与之激战，最后，田明建自尽身亡。关于建国门事件的内容，转发高的止下。",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['田击毙', '田明']",['伊朗大使馆'],"['伊朗', '北京']",2,1,2
174,2011年11月12日,【中国被官员掏空了】2010年国务院研究室、中纪委办、中国社科院完成了《全国地方党政部门、国家机关公职人员薪酬和家庭财产调查报告》。报告披露：地厅级以上已形成官僚特权阶层。其收入是城市人均收入8～25倍，是农民年均收入25～85倍。131万县团级以上官员及家属占全民财富80%，中国被官员掏空了！网管办表示这条是谣言。私密处理。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['中国社科院', '国家机关', '国务院研究室']","['中纪委办', '中国']",0,3,2
173,2011年11月12日,我想，我们没有勇气去东师古前线已经很懦弱了，打个电话是我们最底线的义务。呼吁全网电话问候山东土匪！沂南县公安报警电话 0539-3777110 临沂市局(0539)8314552 山东省公安厅报警电话 0531-85123894/0531-85125110。良知未泯的公民们，请发出你的声音！ 这样的都属于煽动号召类的，看到直接私密处理。,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['古前线'],"['山东省公安厅', '沂南县公安报警电话', '临沂市局(']",['山东'],1,3,1
171,2011年11月12日,此图一律私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
165,2011年11月12日,吉林四名解放军携枪出走，说是因为家中被强拆的私密，有转发量较高和重要用户发的报负责人,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['解放军'],['吉林'],0,1,1
169,2011年11月12日,网监要求清理：《王雪梅：给曹建明检察长胡泽君副检察长的公开信》，微博中看到私密。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['曹建明'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['王雪梅', '曹建明']",[],[],2,0,0
168,2011年11月12日,后台用户分组有调整，原普通用户组现分为普通用户，达人组，其他。均由天津负责审核。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['天津'],0,0,1
167,2011年11月12日,网管办要求关闭陈平的账号，沟通后已关，《阳光时务》这本电子杂志的下载链接、文章、音视频访谈、图像符号全部删除。微博等互动环节中讨论该话题的也全部清理掉。《阳光时务》这本电子杂志被定性为反动杂志，反动媒体.,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['陈平'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['陈平'],[],[],1,0,0
166,2011年11月12日,蔡小心举报单看，处理帖子已删除私密为主，轻易不要处理账号，有重要用户的报下。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['蔡小心'],[],[],1,0,0
170,2011年11月12日,四个逃兵的悲剧是一个强大的隐喻，你戍守边疆，保卫祖国，但祖国并没有义务保卫你家的房子，你等于是在给土匪强盗站岗放哨，等于是被人卖了还满脸自豪地帮人数钱。你想千里奔袭，保卫家园，结果在路上就以逃兵的名义把你干掉，世上还能找到比这更苦逼、更悲催的事情吗？家都被人铲了，保的是谁的国？ 此内容私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
164,2011年11月12日,此图一律私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
163,2011年11月12日,煽动社会不稳定的用户 未处理的给当班的人 和各个组长说下封杀用户单记，记录组要的时候给他们,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
162,2011年11月12日,"这一行的审核标签，除了VIP,其它的都要审核。以前是只审普通，现在是普通，达人，其他 都要审核",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
179,2011年11月14日,[URL] 三门大侠: 西安警花张昂，拦截高官车，竟然遭碾断手；张昂，前日截查一辆名牌越野车时，司机突然开车，并将其拖行20米，期间女警的手臂惨被碾断，肇事车辆绝尘而去。其后警方调查发现，越野车的车牌号码，竟属于陕西省华阴市的副市长。陈彤要求：此信息请处理。微博私密处理。,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['张昂'],[],"['西安', '陕西省', '华阴市']",1,0,3
180,2011年11月14日,[URL] 藏学专家：达赖鼓动僧人自焚既不宗教也不人性 相关内容严格控制转发评论。 转新闻得放，瞎说的都不放。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['达赖'],1,0,[],0,[],0,0,0,[],0,0,['达赖'],[],[],1,0,0
182,2011年11月15日,大家审核中如发现关于上海大火一周年的相关行动性信息及时上报,[],0,0,0,[],0,0,0,0,['行动性'],1,1,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['上海'],0,0,1
181,2011年11月15日,生于建国四年六月朔，陕西富平府籍，赐进士出身。父仲勋，毛泽东太祖朝参知政事，右丞相。开放十年，福建宁德府尹。市场八年，福建布政使，加一等忠嗣伯。和谐九年九月初十日，加兵部尚书，军机处首席。 段子见到私密，说习的,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['毛泽东', '习']",1,0,0,0,0,0,0,0,1,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['毛泽东', '加兵部', '福建布']",[],"['富平', '陕西', '福建']",3,0,3
201,2011年11月16日,此图一律私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
200,2011年11月16日,"週三，北京市公安局傳真答覆英國每日電訊報查詢，直接、詳盡、誠懇，值得一贊！譯文：2011.10.21上午約11時，一名王姓男子走近金水橋，突然點燃身上衣物，現場警察在10秒內撲滅火勢，並把他送往醫院。王現已脫險，經查， 王(42歲),湖北黃岡市居民，因不滿地方法院就一宗民事訴訟的判決,採取極端行為。 已经添加关键字，审核见到私密。",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['訊報', '王', '金水橋', '王現']",['北京市公安局'],"['湖北', '英國']",4,1,2
199,2011年11月16日,陈彤短信要求，将陈杰人和陈杰人微博两个账号发布的关于校车事故的内容全部删除。陈杰人和陈杰人微博两个账号都禁止私信先审后上。并且警告用户不要再捣乱。用户再新注册账号一律删除。,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈杰人'],1,0,[],0,[],0,0,0,[],0,0,['陈杰人'],[],[],1,0,0
198,2011年11月16日,本月17日，台湾将由政客、作家、学者、商人、演员、学生、农民共78人组成的旅行团，前往山东临沂'看风景'，到时请关注 已加关键字，微博见到私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['台湾'],1,0,0,[],0,0,[],[],['山东临沂'],0,0,1
197,2011年11月16日,国新办要求清理说陈光诚事件跟李群有关的内容，微博看到私密处理。清查组将之前的内容清理干净,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈光诚'],1,1,[],0,[],0,0,0,[],0,0,"['李群', '陈光诚']",['国新办'],[],2,1,0
196,2011年11月16日,陈彤发来：演员杨若兮的微博被水军围攻，请全面治理一下。 [URL] [URL] 有可能是这条 说小三的那些都弄掉,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['杨若兮'],1,[],0,0,0,[],0,0,['杨若兮'],[],[],1,0,0
202,2011年11月16日,这两天把主要精力放在山东公安这个微博上吧 挺严重的 毕竟是公安政府官方微博 今天山东公安这个 肯定是要被围攻的 所以一定要重点盯住这个,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['山东'],0,0,1
194,2011年11月16日,“失恋33天” 提供种子下载 的 私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
193,2011年11月16日,[URL] [URL] 网管办要求关闭账号，经老沉同意已处理。,['网管办'],1,1,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
195,2011年11月16日,[URL] 早上，正义路口，被一个jc两个协管紧急拦住，原来是一辆京A80089的车要右转弯，据说是市长大人的车。根据交通法，右转弯车辆要避让直行的车辆和行人，市长的车为什么就能不遵守法律呢？北京的交通猴年马月才能改善！ 私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京'],0,0,1
191,2011年11月16日,拿什么武器去抢劫是一门大学问，开始我用刀，坐了五年牢，出狱后我使了枪，又被判了十年，最后我拿起了镰刀和斧头.................前面的十五年就算作党龄了！！这个内容私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
190,2011年11月16日,昨天有个不认识的网友一直在问我“你们学校食堂贵不贵啊？味道好不好啊？你们那省长市长好不好哇？你们那房价下跌了没有啊？你要好好学习将来报效祖国啊！”我说“艹，你谁啊！老子烦着呢。给老子滚！” 然后他就给我发送视频邀请，然后我打开视频的那一刹那就全身疲软了···  此内容私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['习'],1,0,0,0,0,0,0,0,1,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['好不好哇', '老子']",[],[],2,0,0
189,2011年11月16日,说新疆人在食物中传播艾滋病的，辟谣的放行，其它散播谣言的，求证的都处理。 滴血+艾滋 血滴+艾滋 新疆+艾滋 已加自动私密到周一,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['新疆'],0,0,1
188,2011年11月16日,[URL] 和新闻内容一致的放心，调侃，负面的都不上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
187,2011年11月16日,【白岩松：只有害怕真理的人才需要防火墙】我们要抵制西方价值观、西方敌对势力、西方文化侵略，为此我们建了全世界最先进的防火墙。但西方从来不抵制东方的价值观、东方的敌对势力、东方的文化侵略。我们的CCTV、孔子学院、《XX伟业》在美国随便看、随便建、随便放。西方不需要防火墙！！ 虚假，私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['白岩松'],1,['美国'],1,1,0,[],0,0,[],"['孔子学院', 'CCTV', '东方']",[],0,3,0
186,2011年11月16日,此图不上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
185,2011年11月16日,有网友放出陈光诚近况和妻子母亲的照片，大夜讨论较多，微博中注意煽动性行动性和攻击政府的内容。,[],0,0,0,[],0,0,0,0,"['行动性', '煽动']",1,1,1,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈光诚'],1,1,[],0,[],0,0,0,[],0,0,['陈光诚'],[],[],1,0,0
184,2011年11月16日,V用户“菡菡xv ”，因发布大量反动和虚假信息，已去V并封杀。他发的一些假的名人言论，微博中注意处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['菡菡xv'],[],0,1,0
183,2011年11月16日,“建军伟业”已经解除禁言，加为高粉敏感用户。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['高粉'],[],[],1,0,0
192,2011年11月16日,老沉要求：胡锡进的微博，没有他的同意，谁也不许删。[URL] 网管办要求删除，未处理。,['网管办'],1,1,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['胡锡进'],1,[],0,0,0,[],0,0,['胡锡进'],[],[],1,0,0
211,2011年11月17日,重要工作通知：新建用户组“北京市政府官博”。从现在开始，此用户组收到的评论全部审核，要求：攻击谩骂的和违法广告都不能有。 这些大部分是今天刚开的微博，这几天务必保证审核及时。反党反社会的、攻击谩骂的处理。理性的探讨政策，不要处理。尺度把握好，这都是北京市委宣传部找来的用户，评论不要失控，也不要太草率的都弄了，让政府招网友批评，都懂得吧。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*党', '攻击.*政府']",1,1,1,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['北京市委宣传部', '北京市政府']",[],0,2,0
210,2011年11月17日,陈彤短信：老榕的帖子凡是有涉及中国意味的删除，微博审核中见到私密处理。过分的删单通私。天津同事如有发现交给北京负责人处理即可,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['天津', '北京', '中国']",0,0,3
209,2011年11月17日,说高智晟律师在被大陆当局关押在内蒙古期间死亡的内容，微博见到私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['高智晟'],1,0,[],0,[],0,0,0,[],0,0,['高智晟'],[],"['大陆', '内蒙古']",1,0,2
208,2011年11月17日,[URL] 这条评论单审要求同下午发的市政府官博的要求 [URL] 单审 要求同上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
206,2011年11月17日,网管办通知：论坛、博客、微博等互动环节立即清理关于“今天随机视频的一个人”“昨天有个不认识的网友”等相关图文（图片是个长的很像小胡的人 [CODE] 例子）,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
205,2011年11月17日,中国真的很危险了－ 论十三大棘手危机 网监要求清理，看到私密,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['中国'],0,0,1
204,2011年11月17日,昨晚有用户伪造潘石屹转发微博称：@潘石屹 :这条微博每转发一万次，我捐一辆校车。虚假消息，见到私密，辟谣的放行,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['潘石屹'],1,[],0,0,0,[],0,0,['潘石屹'],['潘石屹转发微'],[],1,1,0
203,2011年11月17日,甘肃幼儿园校车被撞事件，煽动闹事的，号召的，借此攻击政府的处理,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['甘肃'],0,0,1
207,2011年11月17日,[URL] 老沉要求解开方滨兴。已加负责人监控，注意其言论。评论长期单独审核。不要太恶毒攻击。,[],0,0,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,['攻击'],1,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
212,2011年11月1日,[URL] 陆定一之子陆德：我是搞经济研究的，2004年，全国公款吃喝3700亿、公款用车4083亿、公款外出旅游3000亿，2004年我们财政收入3万多亿，1/3拿去吃喝玩乐了。请问，全世界有哪一个政府敢这么花钱？老沉要求全面删除，微博见到私密处理。,[],0,0,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['陆德'],[],[],1,0,0
213,2011年11月1日,见到私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
214,2011年11月1日,普删V私,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
